Fecha valor,Fecha de operación,Importe,Moneda,Concepto,Entidad,Nombre de producto,Tipo de producto,Tipo de movimiento,Categoría,Nota
3/1/26,,"-7,95",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
3/1/26,,"-2,34",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
3/1/26,,"-104,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,Mercadona y cafe amazon
3/1/26,,"-17,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
2/1/26,2/1/26,"7,50",EUR,Traspaso recibido de javier hernando plazas becerra,ING,Cuenta NARANJA,Cuenta,No computable,Traspasos y transferencias,
2/1/26,2/1/26,"-7,50",EUR,Traspaso emitido a javier hernando plazas becerra,ING,Cuenta NÓMINA,Cuenta,No computable,Traspasos y transferencias,
2/1/26,2/1/26,"-26,25",EUR,Recibo adeslas madrid,ING,Cuenta NÓMINA,Cuenta,Gasto,Seguro salud,
2/1/26,,"-0,87",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
2/1/26,2/1/26,"-55,39",EUR,Recibo soyou bankia,Kutxabank,Cuenta corriente,Cuenta,Gasto,Hogar,
2/1/26,2/1/26,"-30,00",EUR,Traspaso a 912188677,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
2/1/26,31/12/25,"0,00",EUR,Liq. de int.hasta 31.12.25,Kutxabank,Cuenta corriente,Cuenta,Ingreso,Rendimientos,
2/1/26,31/12/25,"0,00",EUR,Liq. de int.hasta 31.12.25,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Ingreso,Rendimientos,
2/1/26,2/1/26,"30,00",EUR,Cuota,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
2/1/26,,"-100,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Inversiones,
2/1/26,,"-16,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
2/1/26,,"-3,74",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
2/1/26,,"-30,21",EUR,Compra en paypal *fixd,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Electrónica,Dispositivo fixd para el coche
2/1/26,2/1/26,"-50,00",EUR,Bizum enviado a natalia plazas buendia,ING,Cuenta NÓMINA,Cuenta,Gasto,Regalos,Regalo reyes nata
1/1/26,,"-72,50",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
1/1/26,,"712,18",EUR,Pago recibo 4921074071191608,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/1/26,,"8,10",EUR,Pago recibo 6044770042770100,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/1/26,1/1/26,"-1.828,14",EUR,Tarj.crdto 1605,Kutxabank,Cuenta corriente,Cuenta,No computable,Tarjeta crédito,
1/1/26,1/1/26,"-175,00",EUR,Op.net orden permanente,Kutxabank,Cuenta corriente,Cuenta,Gasto,Estudios,
1/1/26,1/1/26,"-20,00",EUR,Op.net zorrococina nata,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/1/26,1/1/26,"-20,00",EUR,Op.net zorrococina luly,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/1/26,1/1/26,"-20,00",EUR,Op.net zorrococina sofi,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/1/26,1/1/26,"-8,10",EUR,Tarj.crdto 6044770042770100,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Tarjeta crédito,
1/1/26,1/1/26,"-712,18",EUR,Tarj.crdto 1608,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Tarjeta crédito,
1/1/26,,"1.828,14",EUR,Pago recibo 4921074041271605,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/1/26,1/1/26,"0,02",EUR,Intereses a tu favor,ING,Cuenta NARANJA,Cuenta,Ingreso,Rendimientos,
1/1/26,,"-0,13",EUR,Pago en google*cloud sc5l76 cc google.co,ING,Tarjeta Crédito,Tarjeta de crédito,Gasto,Servicios y productos online,
31/12/25,,"-15,90",EUR,Compra en mercadona av.union europe,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
31/12/25,31/12/25,"-23,38",EUR,Recibo financ.carrefour,Kutxabank,Cuenta corriente,Cuenta,No computable,Tarjeta crédito,
30/12/25,30/12/25,"700,00",EUR,Transferencia recibida de javier hernando plazas becerra op.net orden permanente,ING,Cuenta NÓMINA,Cuenta,No computable,Traspasos y transferencias,
30/12/25,30/12/25,"-8,00",EUR,Recibo digi spain teleco,Kutxabank,Cuenta corriente,Cuenta,Gasto,Móvil,
30/12/25,30/12/25,"-11,99",EUR,Recibo paypal europe s.a,Kutxabank,Cuenta corriente,Cuenta,Gasto,Servicios y productos online,Spotify
30/12/25,30/12/25,"-39,00",EUR,Recibo digi spain teleco,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Internet,
30/12/25,,"-53,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
30/12/25,,"-10,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
30/12/25,,"-21,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
29/12/25,29/12/25,"-700,00",EUR,Op.net orden permanente,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
29/12/25,,"-9,27",EUR,Compra en paypal *cloudflare,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Servicios y productos online,Dominio web
29/12/25,,"-17,24",EUR,Compra en asia store spain sl,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
29/12/25,,"-9,60",EUR,Compra en canel rolls alcala magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
29/12/25,,"-61,08",EUR,Compra en stradivarius,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
28/12/25,28/12/25,"-2,00",EUR,Bizum enviado a sofia plazas buendia,ING,Cuenta NÓMINA,Cuenta,Gasto,Supermercado,
27/12/25,,"-23,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
27/12/25,,"-26,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
25/12/25,,"-83,51",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
25/12/25,,"-3,60",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
25/12/25,,"-15,89",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
25/12/25,,"-70,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Gasolina,
24/12/25,,"-6,05",EUR,"Mercadona av.union eur meco, naves ies compra",Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
23/12/25,23/12/25,"100,00",EUR,Transferencia recibida de agencia estatal de la administracion tributaria aeat aeat apl:abono antic dedu familiares-fng25mod:143inf:familia numerosa gen 11-2025 exp:2025dev14329420386g aeat,ING,Cuenta NÓMINA,Cuenta,Ingreso,Pensión,
23/12/25,,"-11,55",EUR,Compra en mercadona av.union europe,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
23/12/25,,"-24,19",EUR,Compra en springfield mixta,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
23/12/25,,"-22,95",EUR,Compra en zara alcala cc.alc.magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
23/12/25,,"-10,99",EUR,Compra en perfumeria primor,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Belleza,
23/12/25,,"-3,50",EUR,Compra en e123 alcala de henares,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Librería,
22/12/25,,"-6,50",EUR,Compra en loteria inteligente,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Loterías,
22/12/25,,"-24,95",EUR,Compra en druni-alcala de henares,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Belleza,
22/12/25,22/12/25,"7,90",EUR,Bizum recibido de lucia plazas buendia,ING,Cuenta NÓMINA,Cuenta,Ingreso,Transferencias,
21/12/25,21/12/25,"15,00",EUR,Envio bizum regalo cumple,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Ingreso,Regalos recibidos,
21/12/25,21/12/25,"-5,00",EUR,Bizum enviado a lucia plazas buendia,ING,Cuenta NÓMINA,Cuenta,Gasto,Servicios y productos online,
20/12/25,20/12/25,"4.297,40",EUR,Nomina audatex datos espana s.a.,Kutxabank,Cuenta corriente,Cuenta,Ingreso,Nómina,
20/12/25,,"-500,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,Sofa pago 1
20/12/25,,"-100,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
20/12/25,,"-50,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
20/12/25,,"-21,59",EUR,Compra en springfield mixta,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
20/12/25,,"-31,13",EUR,Compra en dismoda com distrib,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
20/12/25,,"-3,00",EUR,Compra en mercamax,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
20/12/25,,"-7,30",EUR,Compra en carref alcala,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
20/12/25,,"-283,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
20/12/25,,"-4,53",EUR,Mp**dia 16001 alcala de henes compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
19/12/25,19/12/25,"2.347,88",EUR,Nomina comunidad de madrid,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Ingreso,Nómina,
19/12/25,,"-34,62",EUR,Compra en avda union europea,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
18/12/25,18/12/25,"-6,99",EUR,Recibo paypal europe s.a,Kutxabank,Cuenta corriente,Cuenta,Gasto,Servicios y productos online,
18/12/25,,"-70,47",EUR,Compra en springfield mixta,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
18/12/25,,"-10,25",EUR,Compra en mazuelas,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Belleza,
18/12/25,,"-29,99",EUR,Compra en springfield,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
18/12/25,,"-21,99",EUR,Compra en s.c laserum azuqueca,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Belleza,
17/12/25,,"-4,30",EUR,Compra en avda union europea,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
17/12/25,17/12/25,"-73,96",EUR,"Recibo naturgy clientes,",Kutxabank,Cuenta corriente,Cuenta,Gasto,Electricidad,
17/12/25,,"-0,55",EUR,Atpseitt alcobenda->alco,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
16/12/25,,"-7,50",EUR,Cop low cost moncloa madrid es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
15/12/25,15/12/25,"-23,99",EUR,Recibo paypal europe s.a,Kutxabank,Cuenta corriente,Cuenta,Gasto,Servicios y productos online,
15/12/25,,"-6,83",EUR,Compra en supermercado asitico lati,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
15/12/25,,"-11,00",EUR,Compra en bazar alcala,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otras compras,
15/12/25,,"-42,36",EUR,Compra en us 24 plenergy meco i,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Gasolina,
14/12/25,,"-31,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
14/12/25,,"-38,00",EUR,Compra en mirador de la villa,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
13/12/25,,"-35,95",EUR,Compra en zara internet espana,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
13/12/25,,"-15,00",EUR,Compra en rosotel,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
13/12/25,,"-16,00",EUR,Compra en primark alcala magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
13/12/25,,"-86,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
12/12/25,,"-15,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Farmacia,
12/12/25,,"-69,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Gasolina,
12/12/25,,"-33,25",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
12/12/25,,"-1,75",EUR,Atpseitt m-50n->meco,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
11/12/25,11/12/25,"-20,00",EUR,Recibo diocesis de madri,Kutxabank,Cuenta corriente,Cuenta,Gasto,Solidaridad,
11/12/25,11/12/25,"20,00",EUR,Anul. recibo diocesis de madri,Kutxabank,Cuenta corriente,Cuenta,Gasto,Solidaridad,
10/12/25,10/12/25,"-20,00",EUR,Recibo diocesis de madri,Kutxabank,Cuenta corriente,Cuenta,Gasto,Solidaridad,
10/12/25,10/12/25,"-877,50",EUR,Recibo asoc ntra sra sal,Kutxabank,Cuenta corriente,Cuenta,Gasto,Estudios,
10/12/25,,"-29,99",EUR,Compra en mango alcala magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
10/12/25,,"-36,09",EUR,Compra en mango alcala magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
10/12/25,,"-16,90",EUR,Compra en farmacia alcala magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Farmacia,
10/12/25,,"-12,10",EUR,Compra en bombon boss alcala de h,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
10/12/25,,"-3,30",EUR,Grupo enreos getafe es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
10/12/25,,"-0,69",EUR,Mp**dia 18179 madrid es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
9/12/25,9/12/25,"-30,00",EUR,Traspaso a 912188683,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Traspasos y transferencias,
9/12/25,9/12/25,"30,00",EUR,Cuota,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
9/12/25,,"-0,65",EUR,Easy vending leganes es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Restaurante,
9/12/25,,"-0,29",EUR,Mp**dia 18179 madrid es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
6/12/25,,"-5,86",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
6/12/25,,"-162,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
5/12/25,5/12/25,"-69,80",EUR,Recibo banco cetelem,Kutxabank,Cuenta corriente,Cuenta,Gasto,Hogar,
5/12/25,5/12/25,"-51,00",EUR,Recibo securitas direct,Kutxabank,Cuenta corriente,Cuenta,Gasto,Alarmas y seguridad,
5/12/25,5/12/25,"13,46",EUR,Desc.comercial seg.vida,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Seguro vida,
5/12/25,5/12/25,"13,46",EUR,Desc.comercial seg.vida,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Seguro vida,
5/12/25,5/12/25,"-67,28",EUR,Kutxabank seg. vida,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Seguro vida,
5/12/25,5/12/25,"-67,28",EUR,Kutxabank seg. vida,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Seguro vida,
5/12/25,,"-1,75",EUR,Atpseitt m-50s->meco,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
4/12/25,4/12/25,"-419,78",EUR,"Recibo volkswagen bank,",Kutxabank,Cuenta corriente,Cuenta,Gasto,Compra vehículo,
4/12/25,4/12/25,"-895,77",EUR,Cuota ptmo 853127317-6,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Hipoteca,
4/12/25,,"-0,75",EUR,Dia 18179 madrid es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
4/12/25,,"-9,81",EUR,Compra en asia store spain sl,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
4/12/25,,"-4,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
4/12/25,,"-28,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
3/12/25,3/12/25,"-352,28",EUR,Cargo cuota de préstamo,ING,Cuenta NÓMINA,Cuenta,Gasto,Préstamos,
3/12/25,,"-19,82",EUR,Compra en fcia gonzalez alonso,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Farmacia,
2/12/25,2/12/25,"7,50",EUR,Traspaso recibido de javier hernando plazas becerra,ING,Cuenta NARANJA,Cuenta,No computable,Traspasos y transferencias,
2/12/25,2/12/25,"-7,50",EUR,Traspaso emitido a javier hernando plazas becerra,ING,Cuenta NÓMINA,Cuenta,No computable,Traspasos y transferencias,
2/12/25,2/12/25,"-26,25",EUR,Recibo adeslas madrid,ING,Cuenta NÓMINA,Cuenta,Gasto,Seguro salud,
2/12/25,2/12/25,"700,00",EUR,Transferencia recibida de javier hernando plazas becerra op.net orden permanente,ING,Cuenta NÓMINA,Cuenta,No computable,Traspasos y transferencias,
2/12/25,2/12/25,"-500,00",EUR,Op.net,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
2/12/25,2/12/25,"-55,39",EUR,Recibo soyou bankia,Kutxabank,Cuenta corriente,Cuenta,Gasto,Hogar,
2/12/25,2/12/25,"500,00",EUR,Op.net,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Traspasos y transferencias,
2/12/25,,"-3,10",EUR,Grupo enreos getafe es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Restaurante,
1/12/25,,"-35,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
1/12/25,,"-164,00",EUR,Disposicion de efectivo en ventanillo re,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
1/12/25,1/12/25,"0,01",EUR,Intereses a tu favor,ING,Cuenta NARANJA,Cuenta,Ingreso,Rendimientos,
1/12/25,,"523,45",EUR,Pago recibo 4921074071191608,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/12/25,,"10,60",EUR,Pago recibo 6044770042770100,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/12/25,1/12/25,"-11,99",EUR,Recibo paypal europe s.a,Kutxabank,Cuenta corriente,Cuenta,Gasto,Servicios y productos online,
1/12/25,1/12/25,"-30,00",EUR,Traspaso a 912188677,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
1/12/25,1/12/25,"-1.189,16",EUR,Tarj.crdto 1605,Kutxabank,Cuenta corriente,Cuenta,No computable,Tarjeta crédito,
1/12/25,1/12/25,"-175,00",EUR,Op.net orden permanente,Kutxabank,Cuenta corriente,Cuenta,Gasto,Estudios,
1/12/25,1/12/25,"-20,00",EUR,Op.net zorrococina nata,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/12/25,1/12/25,"-20,00",EUR,Op.net zorrococina luly,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/12/25,1/12/25,"-20,00",EUR,Op.net zorrococina sofi,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/12/25,1/12/25,"-10,60",EUR,Tarj.crdto 6044770042770100,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Tarjeta crédito,
1/12/25,1/12/25,"-523,45",EUR,Tarj.crdto 1608,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Tarjeta crédito,
1/12/25,1/12/25,"30,00",EUR,Cuota,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
1/12/25,,"1.189,16",EUR,Pago recibo 4921074041271605,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/12/25,,"-6,50",EUR,Compra en avda union europea,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
